"","Date","Site","Sat","LINEAGEQA","LINEAGEQA1","PIXELQA","PIXELQA1","RADSATQA","RADSATQA1","SRAEROSOLQA","SRATMOSOPACITYQA","SRATMOSOPACITYQA1","SRB1","SRB11","SRB2","SRB21","SRB3","SRB31","SRB4","SRB41","SRB5","SRB51","SRB6","SRB7","SRB71","SRCLOUDQA","SRCLOUDQA1","SatDate"
"697",2007-03-31,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,283.5,NA,332.5,NA,235,NA,166,NA,79.5,NA,NA,71,NA,40,NA,2007-03-31
"698",2007-04-07,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,275,NA,469,NA,306,NA,178,NA,133,NA,NA,45,NA,16,NA,2007-04-07
"699",2007-04-16,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-04-16
"700",2007-05-02,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-02
"701",2007-05-09,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,283,NA,416,NA,278,NA,211,NA,165,NA,NA,149,NA,36,NA,2007-05-09
"702",2007-05-18,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,447.5,NA,521,NA,395,NA,319,NA,231,NA,NA,174,NA,40,NA,2007-05-18
"703",2007-05-25,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,466.5,NA,639,NA,529,NA,462,NA,383.5,NA,NA,309,NA,40,NA,2007-05-25
"704",2007-06-03,"S5",7,2,NA,68,NA,0,NA,NA,10,NA,415,NA,462,NA,353.5,NA,280,NA,166,NA,NA,107,NA,40,NA,2007-06-03
"705",2007-06-19,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,354,NA,598,NA,366,NA,194,NA,103,NA,NA,63.5,NA,40,NA,2007-06-19
"706",2007-06-26,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,357,NA,595.5,NA,379,NA,229,NA,133.5,NA,NA,86,NA,40,NA,2007-06-26
"707",2007-07-12,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,351,NA,604.5,NA,401.5,NA,218.5,NA,114.5,NA,NA,87,NA,40,NA,2007-07-12
"708",2007-07-21,"S5",7,2,NA,68,NA,0,NA,NA,28,NA,512,NA,621.5,NA,467,NA,348,NA,238,NA,NA,136,NA,32,NA,2007-07-21
"709",2007-08-22,"S5",7,2,NA,68,NA,0,NA,NA,53,NA,377.5,NA,366,NA,262,NA,205,NA,117.5,NA,NA,79.5,NA,40,NA,2007-08-22
"710",2007-08-29,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,390,NA,480,NA,373,NA,335,NA,274,NA,NA,203.5,NA,32,NA,2007-08-29
"711",2007-10-09,"S5",7,2,NA,68,NA,0,NA,NA,63,NA,288,NA,251,NA,239,NA,268,NA,165.5,NA,NA,148,NA,32,NA,2007-10-09
"712",2007-10-16,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-16
"713",2007-10-25,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,241.5,NA,231,NA,179.5,NA,121,NA,83,NA,NA,44,NA,32,NA,2007-10-25
"714",2007-11-01,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-11-01
"715",2007-11-17,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2007-11-17
"716",2007-12-03,"S5",7,2,2,68,68,0,0,NA,9,9,181,181,256,256,134,134,103,103,67,67,NA,72,72,16,16,2007-12-03
"717",2007-12-19,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,330,NA,391,NA,302,NA,153,NA,53,NA,NA,18.5,NA,32,NA,2007-12-19
"718",2007-12-28,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,328,NA,368,NA,297,NA,177,NA,93,NA,NA,97.5,NA,32,NA,2007-12-28
"719",2008-01-13,"S5",7,2,NA,68,NA,0,NA,NA,17,NA,245.5,NA,229,NA,169.5,NA,106.5,NA,50.5,NA,NA,55.5,NA,32,NA,2008-01-13
"720",2015-11-08,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,216.5,NA,189,NA,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"721",2015-12-10,"S5",8,2,NA,904,NA,0,NA,8,NA,NA,951.5,NA,976.5,NA,934.5,NA,1090.5,NA,1123.5,NA,1123.5,1013,NA,NA,NA,2015-12-10
"722",2016-01-02,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,91.5,NA,159.5,NA,66.5,NA,21.5,NA,35,NA,35,26.5,NA,NA,NA,2016-01-02
"723",2016-01-27,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,195,NA,185,NA,89.5,NA,34,NA,29.5,NA,29.5,25,NA,NA,NA,2016-01-27
"724",2016-02-12,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,213,NA,187.5,NA,93.5,NA,42.5,NA,36,NA,36,27.5,NA,NA,NA,2016-02-12
"725",2016-02-28,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,229.5,NA,192.5,NA,100.5,NA,74,NA,50.5,NA,50.5,39,NA,NA,NA,2016-02-28
"726",2016-03-15,"S5",8,2,NA,324,NA,0,NA,84,NA,NA,271.5,NA,249.5,NA,174,NA,174,NA,159,NA,159,124,NA,NA,NA,2016-03-15
"727",2016-04-16,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,201,NA,193.5,NA,106,NA,81.5,NA,68,NA,68,52,NA,NA,NA,2016-04-16
"728",2016-05-02,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,356,NA,350.5,NA,274.5,NA,255,NA,227.5,NA,227.5,185.5,NA,NA,NA,2016-05-02
"729",2016-05-09,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,139,NA,167,NA,105,NA,98,NA,105,NA,105,79.5,NA,NA,NA,2016-05-09
"730",2016-05-25,"S5",8,2,NA,480,NA,0,NA,8,NA,NA,974.5,NA,1102,NA,1107,NA,1144,NA,1079,NA,1079,941,NA,NA,NA,2016-05-25
"731",2016-06-03,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,284,NA,274,NA,171,NA,117.5,NA,85,NA,85,65,NA,NA,NA,2016-06-03
"732",2016-06-19,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,274,NA,261,NA,146.5,NA,81,NA,54.5,NA,54.5,45.5,NA,NA,NA,2016-06-19
"733",2016-07-05,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,268,NA,318,NA,150.5,NA,75.5,NA,62,NA,62,52,NA,NA,NA,2016-07-05
"734",2016-07-12,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,640,NA,839.5,NA,685.5,NA,618.5,NA,586,NA,586,508.5,NA,NA,NA,2016-07-12
"735",2016-07-21,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,245.5,NA,376.5,NA,188.5,NA,79,NA,63.5,NA,63.5,52.5,NA,NA,NA,2016-07-21
"736",2016-08-29,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,332.5,NA,454,NA,369,NA,314.5,NA,305.5,NA,305.5,264,NA,NA,NA,2016-08-29
"737",2016-09-14,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,117,NA,230,NA,139.5,NA,78,NA,90,NA,90,75,NA,NA,NA,2016-09-14
"738",2016-10-09,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,226,NA,203.5,NA,130.5,NA,79,NA,66.5,NA,66.5,50,NA,NA,NA,2016-10-09
"739",2016-11-10,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,240,NA,220.5,NA,140.5,NA,83.5,NA,68,NA,68,54,NA,NA,NA,2016-11-10
"740",2016-12-03,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,69,NA,118.5,NA,64.5,NA,30,NA,41,NA,41,30.5,NA,NA,NA,2016-12-03
"741",2016-12-19,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,83,NA,145,NA,85,NA,47.5,NA,57.5,NA,57.5,45,NA,NA,NA,2016-12-19
"742",2017-01-04,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,6,NA,71.5,NA,19,NA,3.5,NA,30,NA,30,23.5,NA,NA,NA,2017-01-04
"743",2017-02-05,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,35,NA,101,NA,44.5,NA,19,NA,30.5,NA,30.5,24.5,NA,NA,NA,2017-02-05
"744",2017-02-21,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,9.5,NA,105,NA,38.5,NA,6,NA,19.5,NA,19.5,16,NA,NA,NA,2017-02-21
"745",2017-03-01,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,198,NA,247,NA,149,NA,172,NA,89.5,NA,NA,66.5,NA,32,NA,2017-03-01
"746",2017-03-02,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,205,NA,207.5,NA,117,NA,72,NA,48.5,NA,48.5,33.5,NA,NA,NA,2017-03-02
"747",2017-03-09,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,33.5,NA,99.5,NA,46.5,NA,29.5,NA,36,NA,36,29,NA,NA,NA,2017-03-09
"748",2017-03-10,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,227,NA,213,NA,137,NA,164,NA,22,NA,NA,64,NA,40,NA,2017-03-10
"749",2017-03-18,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,250,NA,249,NA,158,NA,131,NA,124,NA,124,94.5,NA,NA,NA,2017-03-18
"750",2017-03-25,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,118,NA,171,NA,109,NA,85.5,NA,58.5,NA,58.5,38,NA,NA,NA,2017-03-25
"751",2017-04-02,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,215,NA,231,NA,189.5,NA,177,NA,87,NA,NA,45,NA,32,NA,2017-04-02
"752",2017-04-03,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,369,NA,362.5,NA,283,NA,284.5,NA,218,NA,218,181,NA,NA,NA,2017-04-03
"753",2017-04-10,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,227,NA,313,NA,243,NA,250,NA,215,NA,215,170,NA,NA,NA,2017-04-10
"754",2017-04-11,"S5",7,2,NA,224,NA,0,NA,NA,228,NA,1053,NA,1147,NA,1192.5,NA,1416,NA,1132,NA,NA,909,NA,4,NA,2017-04-11
"755",2017-04-18,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-18
"756",2017-04-26,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,264.5,NA,346,NA,276,NA,259.5,NA,271.5,NA,271.5,232.5,NA,NA,NA,2017-04-26
"757",2017-04-27,"S5",7,2,NA,68,NA,0,NA,NA,12,NA,494,NA,500.5,NA,502.5,NA,561,NA,499,NA,NA,414,NA,2,NA,2017-04-27
"758",2017-05-04,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-05-04
"759",2017-05-05,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,368,NA,409,NA,298.5,NA,230,NA,195,NA,195,161.5,NA,NA,NA,2017-05-05
"760",2017-05-12,"S5",8,2,NA,324,NA,0,NA,100,NA,NA,407.5,NA,549,NA,485,NA,529,NA,490,NA,490,435.5,NA,NA,NA,2017-05-12
"761",2017-05-21,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,355.5,NA,417.5,NA,314.5,NA,237.5,NA,211.5,NA,211.5,184,NA,NA,NA,2017-05-21
"762",2017-05-28,"S5",8,2,NA,352,NA,0,NA,80,NA,NA,555,NA,711,NA,621,NA,569,NA,550,NA,550,468,NA,NA,NA,2017-05-28
"763",2017-05-29,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,308,NA,357,NA,291,NA,256,NA,172.5,NA,NA,136,NA,40,NA,2017-05-29
"764",2017-06-05,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,415,NA,525.5,NA,423,NA,376,NA,339,NA,NA,244,NA,36,NA,2017-06-05
"765",2017-06-06,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,612,NA,735,NA,655.5,NA,660,NA,636,NA,636,541.5,NA,NA,NA,2017-06-06
"766",2017-06-13,"S5",8,2,NA,323,NA,0,NA,68,NA,NA,801,NA,873.5,NA,875.5,NA,822.5,NA,741.5,NA,741.5,647,NA,NA,NA,2017-06-13
"767",2017-06-14,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-14
"768",2017-06-21,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,512.5,NA,591.5,NA,490.5,NA,363,NA,195,NA,NA,127.5,NA,40,NA,2017-06-21
"769",2017-06-22,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,343,NA,439,NA,301,NA,187,NA,138.5,NA,138.5,108,NA,NA,NA,2017-06-22
"770",2017-06-29,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,828.5,NA,1002.5,NA,953,NA,891.5,NA,833,NA,833,718,NA,NA,NA,2017-06-29
"771",2017-06-30,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,249,NA,272,NA,227,NA,157,NA,121,NA,NA,41,NA,40,NA,2017-06-30
"772",2017-07-07,"S5",7,2,NA,224,NA,0,NA,NA,8,NA,1210,NA,1459.5,NA,1508.5,NA,1457.5,NA,1394.5,NA,NA,1182.5,NA,40,NA,2017-07-07
"773",2017-07-08,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,374.5,NA,430.5,NA,297,NA,198,NA,149,NA,149,109,NA,NA,NA,2017-07-08
"774",2017-07-15,"S5",8,2,NA,480,NA,0,NA,8,NA,NA,791,NA,961,NA,901.5,NA,865.5,NA,801.5,NA,801.5,652,NA,NA,NA,2017-07-15
"775",2017-07-16,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,380,NA,446,NA,322,NA,274,NA,191,NA,NA,145,NA,32,NA,2017-07-16
"776",2017-07-23,"S5",7,2,NA,224,NA,0,NA,NA,8,NA,2586,NA,2759,NA,2921.5,NA,3177,NA,1953,NA,NA,1624,NA,2,NA,2017-07-23
"777",2017-07-31,"S5",8,2,NA,480,NA,0,NA,8,NA,NA,1867.5,NA,2076,NA,2248,NA,2872,NA,2951.5,NA,2951.5,2591,NA,NA,NA,2017-07-31
"778",2017-08-01,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-01
"779",2017-08-08,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-08
"780",2017-08-09,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,190,NA,273,NA,169,NA,67,NA,52,NA,52,42.5,NA,NA,NA,2017-08-09
"781",2017-08-16,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,483.5,NA,593.5,NA,543.5,NA,480,NA,462.5,NA,462.5,392.5,NA,NA,NA,2017-08-16
"782",2017-08-17,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-17
"783",2017-08-24,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,260,NA,355,NA,273,NA,231,NA,142.5,NA,NA,139,NA,40,NA,2017-08-24
"784",2017-08-25,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,213,NA,267,NA,156.5,NA,60,NA,43.5,NA,43.5,35.5,NA,NA,NA,2017-08-25
"785",2017-09-01,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,256.5,NA,392,NA,278.5,NA,181,NA,121.5,NA,121.5,95.5,NA,NA,NA,2017-09-01
"786",2017-09-02,"S5",7,2,NA,68,NA,0,NA,NA,28,NA,451,NA,452,NA,372,NA,307.5,NA,121,NA,NA,80.5,NA,40,NA,2017-09-02
"787",2017-09-09,"S5",7,2,NA,68,NA,0,NA,NA,186,NA,554.5,NA,635.5,NA,513,NA,458,NA,192,NA,NA,127,NA,32,NA,2017-09-09
"788",2017-09-10,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,300.5,NA,375.5,NA,241,NA,140,NA,77,NA,77,56,NA,NA,NA,2017-09-10
"789",2017-09-17,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,154.5,NA,266,NA,182,NA,103.5,NA,77,NA,77,55,NA,NA,NA,2017-09-17
"790",2017-09-25,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,194,NA,283.5,NA,188.5,NA,151,NA,57,NA,NA,47,NA,32,NA,2017-09-25
"791",2017-09-26,"S5",8,2,NA,992,NA,0,NA,8,NA,NA,4771,NA,4746,NA,4811.5,NA,5078,NA,1878.5,NA,1878.5,2044.5,NA,NA,NA,2017-09-26
"792",2017-10-03,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,210,NA,279.5,NA,231.5,NA,173,NA,128,NA,128,93,NA,NA,NA,2017-10-03
"793",2017-10-04,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-04
"794",2017-10-11,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-11
"795",2017-10-12,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,186.5,NA,213,NA,134.5,NA,55.5,NA,45,NA,45,37.5,NA,NA,NA,2017-10-12
"796",2017-10-19,"S5",8,2,NA,352,NA,0,NA,80,NA,NA,552.5,NA,644.5,NA,645,NA,869,NA,890,NA,890,662,NA,NA,NA,2017-10-19
"797",2017-10-20,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,297.5,NA,320,NA,220.5,NA,182,NA,93,NA,NA,69.5,NA,32,NA,2017-10-20
"798",2017-10-27,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-27
"799",2017-10-28,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,246,NA,255.5,NA,175.5,NA,99.5,NA,67.5,NA,67.5,55,NA,NA,NA,2017-10-28
"800",2017-11-04,"S5",8,2,NA,992,NA,0,NA,8,NA,NA,4242.5,NA,4040,NA,4085.5,NA,4333,NA,3060,NA,3060,2361.5,NA,NA,NA,2017-11-04
"801",2017-11-05,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,224,NA,232.5,NA,193,NA,151,NA,57.5,NA,NA,77.5,NA,32,NA,2017-11-05
"802",2017-11-12,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-12
"803",2017-11-13,"S5",8,2,NA,448,NA,0,NA,44,NA,NA,899,NA,910,NA,989,NA,1369.5,NA,1182,NA,1182,1050.5,NA,NA,NA,2017-11-13
"804",2017-11-20,"S5",8,2,NA,480,NA,0,NA,8,NA,NA,504.5,NA,539,NA,539.5,NA,604,NA,584,NA,584,484.5,NA,NA,NA,2017-11-20
"805",2017-11-21,"S5",7,2,NA,68,NA,0,NA,NA,23,NA,520,NA,524.5,NA,501,NA,506,NA,447.5,NA,NA,381,NA,16,NA,2017-11-21
"806",2017-11-28,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,116,NA,214,NA,154,NA,170,NA,98,NA,NA,0,NA,16,NA,2017-11-28
"807",2017-11-29,"S5",8,2,NA,992,NA,0,NA,8,NA,NA,2684.5,NA,2666,NA,2698.5,NA,2884.5,NA,1772.5,NA,1772.5,1722,NA,NA,NA,2017-11-29
"808",2017-12-06,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,71.5,NA,109,NA,72.5,NA,43,NA,45.5,NA,45.5,32,NA,NA,NA,2017-12-06
"809",2017-12-07,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,242,NA,162,NA,139,NA,141,NA,NA,NA,NA,53,NA,32,NA,2017-12-07
"810",2017-12-14,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-14
"811",2017-12-15,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,240.5,NA,205.5,NA,134,NA,71,NA,46.5,NA,46.5,31.5,NA,NA,NA,2017-12-15
"812",2017-12-22,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,74,NA,114.5,NA,68,NA,40.5,NA,48,NA,48,38.5,NA,NA,NA,2017-12-22
"813",2017-12-23,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-23
"814",2017-12-30,"S5",7,2,NA,68,NA,0,NA,NA,9,NA,188,NA,222,NA,148,NA,166.5,NA,105.5,NA,NA,112,NA,32,NA,2017-12-30
"815",2017-12-31,"S5",8,2,NA,992,NA,0,NA,8,NA,NA,3766,NA,3714,NA,3747.5,NA,3955,NA,2219,NA,2219,2283,NA,NA,NA,2017-12-31
"816",2018-01-07,"S5",8,2,NA,324,NA,0,NA,100,NA,NA,159.5,NA,246.5,NA,225,NA,271.5,NA,327.5,NA,327.5,279.5,NA,NA,NA,2018-01-07
"817",2018-01-08,"S5",7,2,NA,224,NA,0,NA,NA,166,NA,1959,NA,1821,NA,2024,NA,2272,NA,1701,NA,NA,1490,NA,2,NA,2018-01-08
"818",2018-01-15,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,454.5,NA,494,NA,396.5,NA,424,NA,314,NA,NA,255,NA,16,NA,2018-01-15
"819",2018-01-16,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,315.5,NA,310.5,NA,237,NA,220,NA,226.5,NA,226.5,186.5,NA,NA,NA,2018-01-16
"820",2018-01-23,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,88,NA,148,NA,77.5,NA,41,NA,50.5,NA,50.5,36,NA,NA,NA,2018-01-23
"821",2018-01-24,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,272.5,NA,260,NA,181,NA,132,NA,81,NA,NA,102,NA,32,NA,2018-01-24
"822",2018-01-31,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,243.5,NA,242,NA,207.5,NA,193,NA,157,NA,NA,47.5,NA,32,NA,2018-01-31
"823",2018-02-01,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,418,NA,410,NA,336.5,NA,343,NA,362.5,NA,362.5,316,NA,NA,NA,2018-02-01
"824",2018-02-08,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,72.5,NA,108,NA,62,NA,39,NA,53,NA,53,35.5,NA,NA,NA,2018-02-08
"825",2018-02-09,"S5",7,2,NA,68,NA,0,NA,NA,8,NA,249.5,NA,190.5,NA,142,NA,119,NA,74,NA,NA,78,NA,40,NA,2018-02-09
"826",2018-02-16,"S5",7,2,NA,224,NA,2,NA,NA,NA,NA,20000,NA,4823.5,NA,4986,NA,5249,NA,2169,NA,NA,1918,NA,2,NA,2018-02-16
"827",2018-02-17,"S5",8,2,NA,324,NA,0,NA,164,NA,NA,405.5,NA,508.5,NA,447.5,NA,493,NA,577,NA,577,490.5,NA,NA,NA,2018-02-17
"828",2018-02-24,"S5",8,2,NA,324,NA,0,NA,68,NA,NA,89,NA,131.5,NA,70.5,NA,49.5,NA,56.5,NA,56.5,39,NA,NA,NA,2018-02-24
